frame_id,player_id,x1,y1,x2,y2,quality_score
13,10,850,196,885,268,0.8673776175537714
13,11,1252,262,1296,346,0.8536381127416484
13,12,576,410,629,516,0.8704515931856746
13,13,715,96,740,148,0.8398576948103682
13,14,529,438,568,505,0.812567155027385
13,15,797,225,824,298,0.8112592611469288
14,1,896,443,960,534,0.9061974901988599
14,2,601,160,636,227,0.8728592366258148
14,3,984,185,1019,251,0.8800065016686442
14,4,498,412,553,482,0.8924495160557259
14,5,266,265,312,345,0.8910034324277919
14,6,1131,351,1182,442,0.7853203123031787
14,7,879,87,904,129,0.8366293048065554
14,8,1060,127,1085,182,0.863042791537682
14,9,538,157,571,218,0.8443522599771268
14,10,858,196,894,269,0.8727063168618168
14,11,1260,263,1304,347,0.8496314588417586
14,12,583,409,634,512,0.8684357168292206
14,13,727,98,752,150,0.8457997456883812
14,14,532,438,570,504,0.8146339490511518
14,15,808,225,835,298,0.8161115443070637
15,1,902,441,966,532,0.9081288877130331
15,2,613,161,648,228,0.8778910347002242
15,3,993,186,1028,252,0.8853604967597752
15,4,497,415,552,487,0.8637092071568064
15,5,271,265,316,345,0.8961705086988058
15,6,1134,353,1185,444,0.790937907680607
15,7,891,87,916,130,0.837679131643233
15,8,1072,128,1097,183,0.8681808851475498
15,9,550,158,583,219,0.8505508555474139
15,10,868,198,904,270,0.8778257408101086
15,11,1269,263,1312,347,0.8483137987727749
15,12,588,409,635,506,0.8732544836079217
15,13,738,99,764,151,0.8519501041555262
15,14,535,439,572,503,0.8308202702172858
15,15,818,225,846,298,0.8228278510502848
16,1,905,439,957,515,0.8852225572044724
16,2,625,162,660,229,0.8830073713996976
16,3,1003,188,1038,252,0.890593289856072
16,4,503,415,557,486,0.8379657689326887
16,5,278,264,323,346,0.9007610286709947
16,6,1143,354,1193,445,0.8439650934139027
16,7,903,87,928,130,0.839523346365673
16,8,1082,129,1109,183,0.8736967006554726
16,9,562,158,593,219,0.8564093082607827
16,10,878,199,914,271,0.8830367887113956
16,11,1277,264,1321,348,0.8486158434854865
16,12,590,408,636,506,0.8787425275472315
16,13,749,99,775,151,0.8579970450599999
16,14,521,417,573,508,0.8102296180695502
16,15,829,225,856,299,0.8292098517109758
17,1,903,438,959,522,0.8343847373747459
17,2,636,163,671,229,0.8832078602119242
17,3,1014,191,1049,253,0.890433777074186
17,4,509,415,563,485,0.8278637553832501
17,5,287,264,331,347,0.9005798855317575
17,6,1146,354,1195,446,0.893525016175615
17,7,915,88,940,130,0.8349297492839769
17,8,1092,131,1120,185,0.8741096944841797
17,9,573,158,605,219,0.8488860951121363
17,10,886,201,922,271,0.8831556715268871
17,11,1286,265,1329,348,0.8425957067610332
17,12,594,407,638,503,0.8777729099719405
17,13,760,100,786,152,0.8586791165262131
17,14,521,436,567,509,0.7670210196955454
17,15,840,226,867,300,0.8352029179710327
17,16,776,54,798,96,0.5911319559812546
18,1,912,438,970,524,0.8110454063382508
18,2,646,163,680,230,0.8835012595601817
18,3,1022,192,1057,254,0.8910041891398917
18,4,533,416,587,489,0.8265547139928149
18,5,293,264,338,348,0.9004856870673275
18,6,1149,353,1199,448,0.8936739765164237
18,7,927,88,952,130,0.8302534066917909
18,8,1103,134,1132,187,0.8754243341837704
18,9,585,159,616,219,0.8423119302298161
18,10,893,202,927,271,0.8836271148291811
18,11,1294,265,1338,349,0.8375047106077342
18,12,598,407,641,502,0.8822169641888866
18,13,770,101,796,153,0.8590799865085776
18,14,527,444,571,511,0.7562033587292248
18,15,849,226,877,301,0.8411717569085531
18,16,787,55,810,96,0.7244636904399946
19,1,916,438,974,525,0.8115660374689319
19,2,656,163,690,230,0.882884974755647
19,3,1029,192,1063,254,0.8914502350946875
19,4,542,417,597,491,0.8530200410983513
19,5,298,265,343,349,0.9002817933296956
19,6,1154,353,1204,449,0.8927007166840748
19,7,933,88,960,135,0.8327006098395083
19,8,1114,136,1144,189,0.8764742619219289
19,9,596,159,627,220,0.8362946404699853
19,10,899,202,933,272,0.8841413163438452
19,11,1302,266,1346,349,0.833329892788427
19,12,602,408,644,502,0.8835681253021976
19,13,781,101,806,154,0.8593279887526994
19,14,528,445,572,511,0.7520328947087349
19,15,858,227,886,302,0.8457714870408353
19,16,797,56,820,96,0.8310250682538883
20,1,915,438,973,526,0.7908288760487285
20,2,665,163,698,232,0.8823334579985596
20,3,1036,192,1071,255,0.8918957060458006
20,4,550,417,605,491,0.8860669703856832
20,5,304,267,349,350,0.8998615275123532
20,6,1156,353,1207,449,0.8949179525116142
20,7,943,90,970,136,0.8360278518307227
20,8,1126,138,1155,190,0.8776911974387268
20,9,602,160,633,222,0.8359500353517892
20,10,907,202,941,274,0.8843500196697845
20,11,1311,267,1355,350,0.8298968869846508
20,12,606,408,647,502,0.8869220897511266
20,13,792,102,818,155,0.8502466251431934
20,14,530,446,574,511,0.7899324118800848
20,15,867,228,896,304,0.8470442937273216
20,16,806,56,828,97,0.8035984092710758
21,1,917,437,976,527,0.7918126836565149
21,2,676,163,708,232,0.8817537969933644
21,3,1046,192,1080,256,0.8916848932645655
21,4,554,416,609,492,0.8864906378701363
21,5,311,268,355,351,0.8994221134828467
21,6,1156,354,1208,448,0.8969038593362018
21,7,953,91,979,136,0.8403139660243837
21,8,1136,140,1167,192,0.8788871447310626
21,9,611,161,641,223,0.8354485147893499
21,10,915,202,949,275,0.8837663646535912
21,11,1319,267,1363,351,0.82675920363581
21,12,611,406,653,506,0.8874533409668419
21,13,803,102,829,155,0.8428253536744253
21,14,532,447,575,511,0.8287159170472317
21,15,877,229,906,305,0.8487703062992359
21,16,815,57,837,97,0.7976428303976958
22,1,919,435,979,528,0.8120337427841158
22,2,685,163,716,233,0.8810299588046049
22,3,1054,192,1088,258,0.891676440780051
22,4,559,415,613,490,0.8866706201933179
22,5,317,269,359,351,0.8993832232418759
22,6,1156,355,1209,448,0.8872113080562454
22,7,965,91,991,137,0.8430756514680201
22,8,1147,140,1177,193,0.8803418141137976
22,9,619,162,650,224,0.8411717529095087
22,10,922,203,956,276,0.8832699869408327
22,11,1328,268,1371,351,0.8240306716494536
22,12,617,405,661,509,0.8890176500092071
22,13,814,103,840,156,0.8363918305980377
22,14,515,456,561,522,0.7940279401296431
22,15,886,231,916,306,0.8492514908607883
22,16,824,57,846,97,0.7963553863068317
22,17,517,456,548,522,0.5721778756380081
23,1,917,433,978,525,0.783177525693379
23,2,693,163,724,233,0.8811758368173319
23,3,1061,193,1094,258,0.8920822843039483
23,4,563,413,616,489,0.8869691065372649
23,5,320,269,361,351,0.8997712504260535
23,6,1156,357,1210,449,0.8898739521724257
23,7,976,92,1002,137,0.8393613788763278
23,8,1155,140,1186,194,0.8818162823882582
23,9,626,162,657,224,0.8485459255623683
23,10,928,204,961,277,0.8835350022948555
23,11,1336,269,1380,352,0.8224060800526638
23,12,620,405,665,509,0.8886161430262793
23,13,816,101,843,157,0.8372389714283185
23,14,513,459,556,522,0.8005617216359927
23,15,894,231,924,307,0.8508024288882734
23,16,833,58,855,97,0.7973061097742801
23,17,519,457,550,522,0.7207085774551464
24,1,913,431,973,522,0.8273281840417506
24,2,697,164,729,234,0.8816568193285382
24,3,1064,194,1097,259,0.8927833710044547
24,4,565,413,617,488,0.8880534622001838
24,5,321,269,361,351,0.9003630465892005
24,6,1155,358,1210,450,0.8910390901044587
24,7,987,92,1013,138,0.8354078338408046
24,8,1161,139,1193,195,0.8836750103011115
24,9,632,163,663,225,0.8503165823591837
24,10,931,206,963,277,0.8838939369236221
24,11,1345,269,1388,352,0.8217180287196115
24,12,621,403,667,508,0.8838330104307255
24,13,822,102,848,157,0.8439023321768695
24,14,515,460,559,522,0.7575903917494042
24,15,901,232,931,307,0.8506178291408449
24,16,842,58,864,97,0.7995399487639234
24,17,521,458,551,521,0.8284142756155739
25,1,907,430,966,520,0.873631951220559
25,2,700,163,732,234,0.8829405679673665
25,3,1066,195,1098,257,0.8942548262705294
25,4,560,412,613,488,0.8418865765450332
25,5,319,268,360,352,0.8505725350576328
25,6,1157,360,1203,439,0.8465150475187179
25,7,998,93,1024,138,0.8316906399306264
25,8,1165,138,1197,195,0.8859719868316579
25,9,635,163,666,225,0.8520358648442535
25,10,931,208,962,276,0.869918171922366
25,11,1353,270,1397,353,0.8209597560718958
25,12,621,403,667,507,0.8741225237368796
25,13,825,103,851,158,0.8452982690925613
25,14,511,461,554,522,0.7143932482969035
25,15,904,233,934,307,0.854824345049013
25,16,851,58,872,97,0.802566161801537
25,17,523,459,553,521,0.835368261704152
26,1,896,431,954,520,0.873972843889326
26,2,701,164,733,235,0.8825520171661402
26,3,1066,197,1096,256,0.8478819846885023
26,4,557,413,609,488,0.8427239711449286
26,5,315,268,356,352,0.8504416427445546
26,6,1149,360,1197,446,0.834498238292226
26,7,1009,93,1036,139,0.8283486924410484
26,8,1168,138,1200,195,0.8886468244226051
26,9,637,163,667,224,0.8531888280217629
26,10,930,209,959,275,0.8451356165357172
26,11,1362,270,1405,353,0.8214929993117905
26,12,617,404,664,507,0.850621646606181
26,13,827,103,853,158,0.8453353209246645
26,14,508,460,552,522,0.7572947873241913
26,15,906,234,936,307,0.8570872408804023
26,16,860,59,881,97,0.8061129619872647
26,17,525,460,554,521,0.8418108584558255
27,1,884,431,940,520,0.901696600316358
27,2,701,164,734,236,0.8839233794441101
27,3,1063,199,1093,259,0.8472592109615616
27,4,556,415,607,488,0.8419762002225706
27,5,310,268,351,352,0.8503416079841797
27,6,1141,359,1191,449,0.8330662830295198
27,7,1021,94,1047,139,0.8253758984756336
27,8,1170,138,1202,196,0.8913952853334159
27,9,636,163,667,224,0.8062163934435883
27,10,936,210,964,276,0.7790601481549869
27,11,1370,271,1414,354,0.8318691028767695
27,12,612,406,656,501,0.849192964654972
27,13,827,105,854,158,0.8436048577148769
27,14,500,458,546,522,0.7613661280943195
27,15,907,234,937,307,0.855570313973711
27,16,869,59,890,97,0.8100158559350157
27,17,527,460,556,521,0.8273221351069273
28,1,873,430,930,520,0.9044227463064811
28,2,701,164,733,235,0.8358552945050238
28,3,1060,200,1090,260,0.8469405551872912
28,4,553,416,605,488,0.8418278152086691
28,5,305,269,347,353,0.8499573857233745
28,6,1130,359,1180,450,0.8327636456511336
28,7,1032,94,1058,140,0.8228297196286625
28,8,1173,138,1206,197,0.8932768159644044
28,9,635,163,664,223,0.8068387956378165
28,10,941,211,970,276,0.7793763656871957
28,11,1379,272,1422,355,0.8318690794796577
28,12,602,409,646,501,0.8524500281981898
28,13,827,106,853,158,0.8266265908494093
28,14,491,454,541,523,0.8106102291353529
28,15,907,233,937,307,0.8174270974580602
28,16,878,60,899,97,0.8141702050185826
28,17,529,461,557,521,0.8225106456285567
29,1,871,429,928,519,0.8907075995079934
29,2,700,165,731,234,0.834924024763175
29,3,1056,199,1086,260,0.8452318642259875
29,4,551,416,602,487,0.8887116025046521
29,5,302,270,342,354,0.8991669603926663
29,6,1118,359,1169,450,0.8763987988571569
29,7,1043,95,1069,141,0.8211719453479469
29,8,1174,138,1207,197,0.8943167841148387
29,9,641,163,670,224,0.7521958519000166
29,10,947,212,975,276,0.7854535304185915
29,11,1387,272,1431,355,0.8318690560516318
29,12,595,411,639,504,0.8620093409116066
29,13,826,106,852,158,0.8216341842980586
29,14,483,451,537,525,0.8644752885638666
29,15,907,233,937,307,0.8098820727807479
29,16,887,60,907,97,0.8185065611614526
29,17,531,462,558,520,0.8211081212706057
30,1,869,428,926,518,0.8835746404890458
30,2,698,164,729,233,0.8348307253727343
30,3,1053,198,1083,261,0.8930780092509488
30,4,549,415,601,488,0.8949204939790308
30,5,298,270,337,354,0.8984597932524974
30,6,1107,360,1158,448,0.900633777149313
30,7,1054,95,1081,141,0.8211441161442039
30,8,1173,139,1206,198,0.868405933349403
30,9,647,163,676,224,0.7475297330187448
30,10,953,213,981,277,0.8038753793512278
30,11,1396,273,1439,356,0.8318690325925666
30,12,591,413,636,503,0.8765723540793572
30,13,824,106,850,158,0.8235166078498338
30,14,478,448,535,526,0.8731222737343677
30,15,907,233,938,307,0.7786057396055068
30,16,896,61,916,98,0.8229772283748211
30,17,533,463,560,520,0.8215673136458004
31,1,866,427,924,517,0.8764833760073081
31,2,695,163,726,233,0.834660804546957
31,3,1049,198,1079,261,0.8941893883268115
31,4,546,413,599,488,0.8986196235061272
31,5,293,271,331,354,0.8985784470952429
31,6,1097,363,1148,448,0.9004888611656637
31,7,1065,96,1092,142,0.8211360178529985
31,8,1173,140,1206,198,0.8704487424791725
31,9,653,163,682,224,0.7918340351123911
31,10,958,214,986,277,0.8471759634223432
31,11,1404,274,1447,356,0.831869009102336
31,12,591,414,635,503,0.8663697170240521
31,13,822,105,848,158,0.8268017999866635
31,14,474,444,533,526,0.8764915717310002
31,15,905,232,937,307,0.735560946165361
31,16,905,61,925,98,0.821973880884378
31,17,535,464,561,520,0.8231821147176948
32,1,864,426,921,516,0.8722443351778478
32,2,699,163,729,233,0.8178335821891917
32,3,1045,198,1075,262,0.8952355109705017
32,4,547,409,605,493,0.8685421692549159
32,5,288,270,325,354,0.8973662817053285
32,6,1090,364,1140,448,0.9004642209434566
32,7,1076,96,1103,142,0.8211511466119266
32,8,1173,141,1205,198,0.8710348889583475
32,9,659,164,688,224,0.7926931031775317
32,10,964,214,992,277,0.8411039835269429
32,11,1413,274,1456,357,0.8318689855808135
32,12,590,414,633,502,0.8602693951152721
32,13,826,105,852,158,0.7929897003837365
32,14,470,441,529,526,0.8815744642837938
32,15,904,232,936,307,0.776450491109661
32,16,914,62,934,98,0.8220039458537385
32,17,537,465,563,520,0.8255657292308503
32,18,913,208,935,274,0.6681282927785848
33,1,862,425,919,515,0.8678879018613939
33,2,703,163,733,233,0.8105126154910696
33,3,1040,198,1071,264,0.8969376217362834
33,4,544,406,607,498,0.8550224170914035
33,5,283,270,320,356,0.8961241007436632
33,6,1086,364,1135,448,0.9006395220092527
33,7,1088,97,1114,143,0.8203825733179977
33,8,1172,141,1204,198,0.8727549304939554
33,9,666,164,695,225,0.8421115109538684
33,10,970,215,997,278,0.8356584871636821
33,11,1421,275,1464,357,0.8318689620278714
33,12,589,415,632,502,0.8567864291896752
33,13,831,106,857,158,0.7958502360679703
33,14,465,439,524,526,0.8839912293683306
33,15,904,234,935,307,0.7764733183935693
33,16,923,62,943,98,0.8234507104822204
33,17,539,465,564,520,0.8284844799533946
33,18,895,210,918,279,0.7646182257607957
33,19,800,423,867,520,0.7052322332349604
34,1,860,424,917,515,0.8620743624109966
34,2,707,163,737,233,0.8062590337084629
34,3,1037,199,1067,264,0.8965252408637835
34,4,538,407,603,504,0.8371010037937935
34,5,278,271,314,357,0.8955512477660005
34,6,1082,363,1131,448,0.9007660612307264
34,7,1099,97,1126,143,0.819679608722524
34,8,1171,141,1203,198,0.9023040195522763
34,9,680,163,711,232,0.8442341736647792
34,10,975,216,1002,278,0.8312501325675146
34,11,1430,276,1473,358,0.8318689384433817
34,12,571,405,615,497,0.8453274958111671
34,13,835,106,861,159,0.7925246918473379
34,14,460,436,519,526,0.8827026162234688
34,15,904,234,935,308,0.7833989190661459
34,16,932,63,951,98,0.8339831639729671
34,17,541,466,566,519,0.8317878351318544
34,18,889,211,912,282,0.7742735445071959
34,19,788,421,856,521,0.7966004376587721
35,1,857,423,915,514,0.8572489890551005
35,2,711,163,741,233,0.8013805323822114
35,3,1034,200,1063,265,0.8970963880885866
35,4,531,408,595,504,0.8327702347052801
35,5,271,272,307,357,0.8945003444224465
35,6,1079,361,1128,450,0.9002618107758241
35,7,1110,98,1137,144,0.8209199131687146
35,8,1170,141,1202,198,0.90343686020794
35,9,681,163,712,233,0.8430313242361833
35,10,981,217,1008,278,0.8276032959490605
35,11,1438,276,1481,358,0.831868914827216
35,12,573,403,614,491,0.8285668710368546
35,13,839,106,865,159,0.7962870082337744
35,14,455,433,515,525,0.8909228870167339
35,15,904,233,935,308,0.8338147344043532
35,16,941,63,960,98,0.8339725877893973
35,17,542,467,567,519,0.8353741768020966
35,18,884,211,907,281,0.782412085599211
35,19,778,418,844,518,0.808563645422272
35,20,615,164,639,225,0.5940448349714279
35,21,815,58,836,103,0.5961944019794464
36,1,855,422,913,513,0.8529611474645691
36,2,715,163,745,233,0.8456491898862337
36,3,1031,201,1060,265,0.8974039980351247
36,4,524,408,590,505,0.8809295433211087
36,5,263,274,300,357,0.8932880477803762
36,6,1079,359,1121,433,0.8827407952170578
36,7,1121,98,1148,145,0.8319873842949601
36,8,1171,141,1203,198,0.8594311090742025
36,9,681,164,712,234,0.8157427924729732
36,10,987,218,1013,279,0.8245404050090086
36,11,1447,277,1490,359,0.8318688911792449
36,12,575,404,613,486,0.8295659065069528
36,13,843,107,869,159,0.8466064314041077
36,14,452,430,513,526,0.9082673238011405
36,15,904,233,935,308,0.8030590768801978
36,16,950,64,969,98,0.8339616885562706
36,17,544,468,569,519,0.8327047873170188
36,18,880,210,904,280,0.7912233991737727
36,19,768,416,832,513,0.8181179214661585
36,20,614,164,638,225,0.7295789935183885
36,21,813,57,835,104,0.7417382928211673
37,1,853,421,910,512,0.8493162381676929
37,2,719,163,749,233,0.8410928352876526
37,3,1028,201,1057,264,0.8969713668862104
37,4,521,408,586,505,0.8968719572565609
37,5,256,275,294,357,0.8924737321147331
37,6,1079,358,1117,426,0.8753222007134186
37,7,1132,99,1159,145,0.8319873679608922
37,8,1172,140,1204,198,0.8618448055531316
37,9,679,164,710,234,0.8115056079488074
37,10,992,219,1019,279,0.8216958628546909
37,11,1455,278,1498,360,0.8318688674993382
37,12,578,406,614,486,0.8021738558966627
37,13,847,107,873,160,0.8462797734335923
37,14,449,428,511,528,0.9065879251866913
37,15,903,233,934,309,0.8152540188306865
37,16,959,64,978,98,0.8339504530083708
37,17,546,469,570,519,0.8306905641298972
37,18,877,210,900,279,0.8001557262209398
37,19,757,415,818,511,0.8251665118765551
37,20,612,164,637,226,0.834598785551472
37,21,811,57,833,104,0.8432687176857886
37,22,808,104,830,159,0.5894715702533722
38,1,850,420,908,511,0.846731358042029
38,2,723,163,753,233,0.8366553720708962
38,3,1026,201,1055,265,0.8967101164787866
38,4,519,408,585,506,0.912846453973188
38,5,252,276,291,358,0.8917526497786975
38,6,1063,357,1110,441,0.8466471741987831
38,7,1144,99,1170,146,0.831987351482256
38,8,1173,140,1205,199,0.8612425616920782
38,9,677,165,709,234,0.8118290571983177
38,10,998,220,1024,279,0.8190919801600107
38,11,1464,278,1506,360,0.8318688437873656
38,12,581,408,617,486,0.804965219820924
38,13,851,107,877,160,0.8425448642968052
38,14,446,428,509,531,0.9063362805774335
38,15,902,233,935,309,0.8365319148843181
38,16,968,65,986,98,0.8339388671939805
38,17,548,469,572,519,0.8288245957835996
38,18,873,210,896,280,0.8078755749067734
38,19,753,415,800,489,0.8249905144149393
38,20,610,164,635,226,0.840034247555719
38,21,809,57,831,104,0.8456529480095509
38,22,807,104,829,159,0.726895491736887
39,1,848,419,906,510,0.8449605057498293
39,2,727,163,757,233,0.8323274679340613
39,3,1025,201,1054,266,0.8957644697730718
39,4,516,407,581,506,0.913771820733747
39,5,249,277,288,358,0.8915960382072914
39,6,1062,357,1105,435,0.826495903132532
39,7,1155,100,1182,146,0.8319873348598801
39,8,1174,140,1206,199,0.8619536218861751
39,9,676,165,708,234,0.8130196172283927
39,10,1004,221,1030,280,0.8169160363939616
39,11,1472,279,1515,361,0.8318688200431954
39,12,584,409,619,487,0.8215956001275966
39,13,856,108,881,160,0.8389680009034939
39,14,444,428,507,533,0.9059624233924143
39,15,902,234,935,309,0.8415173289281493
39,16,977,65,995,98,0.8339269164318917
39,17,550,470,573,518,0.8284353274292713
39,18,868,210,893,281,0.8163271004717233
39,19,744,416,786,485,0.8230835017026255
39,20,608,165,633,227,0.8443227431088755
39,21,807,57,829,104,0.8228161551290722
39,22,806,105,828,159,0.8267422044393187
40,1,846,418,904,509,0.8447678250592872
40,2,731,163,761,233,0.8283489267445403
40,3,1022,201,1051,267,0.8945286783413531
40,4,511,404,576,505,0.9122395615790158
40,5,247,277,287,359,0.8922297034315054
40,6,1061,358,1102,433,0.8381845866405087
40,7,1166,100,1193,147,0.8319873180945865
40,8,1175,140,1206,199,0.9088138026024349
40,9,674,166,706,235,0.8405978590167361
40,10,1009,222,1035,280,0.8160115815418911
40,11,1481,280,1523,361,0.831868796266696
40,12,586,410,622,488,0.8219569872606833
40,13,860,108,886,160,0.8355927443264348
40,14,443,429,504,534,0.9059106408266238
40,15,903,234,935,309,0.8616565515794516
40,16,986,66,1004,98,0.8339145852652503
40,17,552,471,574,518,0.82977245950944
40,18,863,211,889,283,0.8232271808127504
40,19,736,418,775,481,0.8259625792852686
40,20,606,165,631,227,0.8488169988271853
40,21,805,57,827,104,0.8166553281896232
40,22,805,105,827,160,0.8339617500096951
41,1,844,417,902,509,0.8459629710219658
41,2,735,163,765,233,0.8247384901146055
41,3,1019,201,1048,267,0.894676256769524
41,4,507,401,570,504,0.9115161389758306
41,5,245,276,286,359,0.8908320424851842
41,6,1057,361,1097,432,0.8354782680976148
41,7,1177,101,1204,147,0.8319873011871921
41,8,1176,140,1207,199,0.9079006612833561
